StationCode,isSWMP,DateTimeStamp,Date,Time,Epoch,TimeFrame,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO23F,F_NO23F,CHLA_N,F_CHLA_N
gndbnnut,S,9/23/2011 13:41,9/23/2011,13:41,QY,NI,1,2,,0.029,<0>  ,0.07,<0>  ,0.01,<-4> [SBL] ,,<-2> [GDM] 
gndbcnut,P,9/23/2011 14:00,9/23/2011,14:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.029,<0>  ,0.01,<-4> [SBL] ,20.82,<0>  
gndbcnut,P,9/23/2011 14:01,9/23/2011,14:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.031,<0>  ,0.01,<-4> [SBL] ,22.29,<0>  
gndbhnut,P,9/23/2011 15:15,9/23/2011,15:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.055,<0>  ,0.01,<-4> [SBL] ,1.05,<0>  
gndbhnut,P,9/23/2011 15:16,9/23/2011,15:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.023,<0>  ,0.01,<-4> [SBL] ,1.06,<0>  
gndbhnut,P,9/23/2011 15:20,9/23/2011,15:20,QY,NI,1,1,,0.01,<0>  ,0.229,<0>  ,0.01,<-4> [SBL] ,5.09,<0>  
gndbhnut,P,9/23/2011 15:21,9/23/2011,15:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.185,<0>  ,0.01,<-4> [SBL] ,4.47,<0>  
gndbhnut,P,10/17/2011 11:26,10/17/2011,11:26,QY,NI,1,1,,0.01,<-4> [SBL] ,0.032,<0>  ,0.01,<-4> [SBL] ,6.78,<0>  
gndbhnut,P,10/17/2011 11:27,10/17/2011,11:27,QY,NI,1,2,,0.01,<-4> [SBL] ,0.017,<0>  ,0.01,<-4> [SBL] ,6.87,<0>  
gndbhnut,P,10/17/2011 11:29,10/17/2011,11:29,QY,NI,1,1,,0.01,<0>  ,0.022,<0>  ,0.01,<-4> [SBL] ,11.05,<0>  
gndbhnut,P,10/17/2011 11:30,10/17/2011,11:30,QY,NI,1,2,,0.01,<-4> [SBL] ,0.014,<0>  ,0.01,<-4> [SBL] ,9.59,<0>  
gndpcnut,P,10/17/2011 12:15,10/17/2011,12:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.29,<0>  
gndpcnut,P,10/17/2011 12:16,10/17/2011,12:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.52,<0>  
gndblnut,P,10/17/2011 12:46,10/17/2011,12:46,QY,NI,1,1,,0.01,<-4> [SBL] ,0.056,<0>  ,0.01,<-4> [SBL] ,7.85,<0>  
gndblnut,P,10/17/2011 12:47,10/17/2011,12:47,QY,NI,1,2,,0.01,<-4> [SBL] ,0.066,<0>  ,0.01,<-4> [SBL] ,7.47,<0>  
gndbnnut,S,10/17/2011 13:02,10/17/2011,13:02,QY,NI,1,1,,0.01,<-4> [SBL] ,0.042,<0>  ,0.01,<-4> [SBL] ,10.93,<0>  
gndbnnut,S,10/17/2011 13:03,10/17/2011,13:03,QY,NI,1,2,,0.01,<-4> [SBL] ,0.026,<0>  ,0.01,<-4> [SBL] ,10.18,<0>  
gndbcnut,P,10/17/2011 13:24,10/17/2011,13:24,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.94,<0>  
gndbcnut,P,10/17/2011 13:25,10/17/2011,13:25,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.79,<0>  
gndbcnut,P,11/15/2011 10:56,11/15/2011,10:56,QY,NI,1,1,,0.017,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.24,<0>  
gndbcnut,P,11/15/2011 10:57,11/15/2011,10:57,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.7,<0>  
gndbnnut,S,11/15/2011 11:20,11/15/2011,11:20,QY,NI,1,1,,0.029,<0>  ,0.014,<0>  ,0.013,<0>  ,4.94,<0>  
gndbnnut,S,11/15/2011 11:21,11/15/2011,11:21,QY,NI,1,2,,0.027,<0>  ,0.013,<0>  ,0.01,<-4> [SBL] ,4.54,<0>  
gndblnut,P,11/15/2011 11:32,11/15/2011,11:32,QY,NI,1,1,,0.012,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.08,<0>  
gndblnut,P,11/15/2011 11:33,11/15/2011,11:33,QY,NI,1,2,,0.013,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.26,<0>  
gndpcnut,P,11/15/2011 12:05,11/15/2011,12:05,QY,NI,1,1,,0.023,<0>  ,0.01,<-4> [SBL] ,0.014,<0>  ,5.74,<0>  
gndpcnut,P,11/15/2011 12:06,11/15/2011,12:06,QY,NI,1,2,,0.013,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.67,<0>  
gndbhnut,P,11/15/2011 13:10,11/15/2011,13:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.034,<0>  ,0.026,<0>  ,5.91,<0>  
gndbhnut,P,11/15/2011 13:11,11/15/2011,13:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.023,<0>  ,5.63,<0>  
gndbhnut,P,11/15/2011 13:15,11/15/2011,13:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.5,<0>  
gndbhnut,P,11/15/2011 13:16,11/15/2011,13:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<0>  ,0.019,<0>  ,7.12,<0>  
gndbhnut,P,12/13/2011 9:12,12/13/2011,9:12,QY,NI,1,1,,0.01,<-4> [SBL] ,0.023,<0>  ,0.018,<0>  ,13.84,<0>  
gndbhnut,P,12/13/2011 9:13,12/13/2011,9:13,QY,NI,1,2,,0.01,<-4> [SBL] ,0.02,<0>  ,0.017,<0>  ,13.54,<0>  
gndbhnut,P,12/13/2011 9:18,12/13/2011,9:18,QY,NI,1,1,,0.015,<0>  ,0.01,<-4> [SBL] ,0.016,<0>  ,11.68,<0>  
gndbhnut,P,12/13/2011 9:19,12/13/2011,9:19,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<0>  ,11.94,<0>  
gndbcnut,P,12/13/2011 10:01,12/13/2011,10:01,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.013,<0>  ,8.94,<0>  
gndbcnut,P,12/13/2011 10:02,12/13/2011,10:02,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.017,<0>  ,9,<0>  
gndpcnut,P,12/13/2011 10:30,12/13/2011,10:30,QY,NI,1,1,,0.01,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.04,<0>  
gndpcnut,P,12/13/2011 10:31,12/13/2011,10:31,QY,NI,1,2,,0.011,<0>  ,0.01,<-4> [SBL] ,0.01,<0>  ,4.08,<0>  
gndblnut,P,12/13/2011 10:55,12/13/2011,10:55,QY,NI,1,1,,0.01,<0>  ,0.01,<-4> [SBL] ,0.013,<0>  ,3.69,<0>  
gndblnut,P,12/13/2011 10:56,12/13/2011,10:56,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.012,<0>  ,3.47,<0>  
gndbnnut,S,12/13/2011 11:11,12/13/2011,11:11,QY,NI,1,1,,0.015,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.42,<0>  
gndbnnut,S,12/13/2011 11:12,12/13/2011,11:12,QY,NI,1,2,,0.015,<0>  ,0.01,<-4> [SBL] ,0.013,<0>  ,3.34,<0>  
gndbcnut,P,1/24/2012 7:58,1/24/2012,7:58,QY,NI,1,1,,0.005,<-4> [SBL] ,0.022,<0>  ,0.01,<-4> [SBL] ,6.16,<0>  
gndbcnut,P,1/24/2012 7:59,1/24/2012,7:59,QY,NI,1,2,,0.005,<-4> [SBL] ,0.024,<0>  ,0.012,<0>  ,6.03,<0>  
gndblnut,P,1/24/2012 8:21,1/24/2012,8:21,QY,NI,1,1,,0.005,<-4> [SBL] ,0.016,<0>  ,0.01,<-4> [SBL] ,4.36,<0>  
gndblnut,P,1/24/2012 8:22,1/24/2012,8:22,QY,NI,1,2,,0.005,<-4> [SBL] ,0.019,<0>  ,0.01,<-4> [SBL] ,4.34,<0>  
gndbnnut,S,1/24/2012 8:36,1/24/2012,8:36,QY,NI,1,1,,0.015,<0>  ,0.053,<0>  ,0.013,<0>  ,5.49,<0>  
gndbnnut,S,1/24/2012 8:37,1/24/2012,8:37,QY,NI,1,2,,0.013,<0>  ,0.055,<0>  ,0.011,<0>  ,5.86,<0>  
gndpcnut,P,1/24/2012 8:50,1/24/2012,8:50,QY,NI,1,1,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,9.08,<0>  
gndpcnut,P,1/24/2012 8:51,1/24/2012,8:51,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,9.08,<0>  
gndbhnut,P,1/24/2012 9:10,1/24/2012,9:10,QY,NI,1,1,,0.005,<-4> [SBL] ,0.056,<0>  ,0.011,<0>  ,11.76,<0>  
gndbhnut,P,1/24/2012 9:11,1/24/2012,9:11,QY,NI,1,2,,0.005,<-4> [SBL] ,0.056,<0>  ,0.012,<0>  ,12.94,<0>  
gndbhnut,P,1/24/2012 9:18,1/24/2012,9:18,QY,NI,1,1,,0.005,<-4> [SBL] ,0.036,<0>  ,0.01,<-4> [SBL] ,16.47,<0>  
gndbhnut,P,1/24/2012 9:19,1/24/2012,9:19,QY,NI,1,2,,0.005,<-4> [SBL] ,0.037,<0>  ,0.01,<-4> [SBL] ,17.5,<0>  
gndbhnut,P,2/22/2012 7:00,2/22/2012,7:00,QY,NI,1,1,{CRE},0.005,<-4> [SBL] ,0.025,<0>  ,0.01,<-4> [SBL] ,0.67,<0>  
gndbhnut,P,2/22/2012 7:01,2/22/2012,7:01,QY,NI,1,2,{CRE},0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.7,<0>  
gndbhnut,P,2/22/2012 7:05,2/22/2012,7:05,QY,NI,1,1,{CRE},0.006,<0>  ,0.08,<0>  ,0.01,<-4> [SBL] ,11.19,<0>  
gndbhnut,P,2/22/2012 7:06,2/22/2012,7:06,QY,NI,1,2,{CRE},0.005,<-4> [SBL] ,0.065,<0>  ,0.01,<-4> [SBL] ,7.42,<0>  
gndpcnut,P,2/22/2012 7:38,2/22/2012,7:38,QY,NI,1,1,{CRE},0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.24,<0>  
gndpcnut,P,2/22/2012 7:39,2/22/2012,7:39,QY,NI,1,2,{CRE},0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.25,<0>  
gndbnnut,S,2/22/2012 8:03,2/22/2012,8:03,QY,NI,1,1,{CRE},0.016,<0>  ,0.028,<0>  ,0.01,<-4> [SBL] ,10.17,<0>  
gndbnnut,S,2/22/2012 8:04,2/22/2012,8:04,QY,NI,1,2,{CRE},0.011,<0>  ,0.028,<0>  ,0.01,<-4> [SBL] ,9.79,<0>  
gndblnut,P,2/22/2012 8:08,2/22/2012,8:08,QY,NI,1,1,{CRE},0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.01,<0>  
gndblnut,P,2/22/2012 8:09,2/22/2012,8:09,QY,NI,1,2,{CRE},0.005,<-4> [SBL] ,,<-3> [GQD] ,0.01,<-4> [SBL] ,6.91,<0>  
gndbcnut,P,2/22/2012 8:25,2/22/2012,8:25,QY,NI,1,1,{CRE},0.005,<-4> [SBL] ,0.054,<0>  ,0.014,<0>  ,4.42,<0>  
gndbcnut,P,2/22/2012 8:26,2/22/2012,8:26,QY,NI,1,2,{CRE},0.005,<-4> [SBL] ,0.056,<0>  ,0.014,<0>  ,4.25,<0>  
gndbnnut,S,3/21/2012 11:43,3/21/2012,11:43,QY,NI,1,1,,0.005,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.06,<0>  
gndbnnut,S,3/21/2012 11:44,3/21/2012,11:44,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.86,<0>  
gndblnut,P,3/21/2012 11:48,3/21/2012,11:48,QY,NI,1,1,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.66,<0>  
gndblnut,P,3/21/2012 11:49,3/21/2012,11:49,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.84,<0>  
gndpcnut,P,3/21/2012 12:05,3/21/2012,12:05,QY,NI,1,1,,0.005,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,12.42,<0>  
gndpcnut,P,3/21/2012 12:06,3/21/2012,12:06,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,12.98,<0>  
gndbcnut,P,3/21/2012 12:30,3/21/2012,12:30,QY,NI,1,1,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.85,<0>  
gndbcnut,P,3/21/2012 12:31,3/21/2012,12:31,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.1,<0>  
gndbhnut,P,3/21/2012 13:25,3/21/2012,13:25,QY,NI,1,1,,0.005,<0>  ,0.016,<0>  ,0.01,<-4> [SBL] ,4.51,<0>  
gndbhnut,P,3/21/2012 13:26,3/21/2012,13:26,QY,NI,1,2,,0.007,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.78,<0>  
gndbhnut,P,3/21/2012 13:30,3/21/2012,13:30,QY,NI,1,1,,0.005,<0>  ,0.025,<0>  ,0.01,<-4> [SBL] ,4.49,<0>  
gndbhnut,P,3/21/2012 13:31,3/21/2012,13:31,QY,NI,1,2,,0.005,<0>  ,0.016,<0>  ,0.01,<-4> [SBL] ,4.77,<0>  
gndpcnut,P,4/18/2012 14:18,4/18/2012,14:18,QY,NI,1,1,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.5,<0>  
gndpcnut,P,4/18/2012 14:19,4/18/2012,14:19,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.68,<0>  
gndbnnut,S,4/18/2012 14:31,4/18/2012,14:31,QY,NI,1,1,,0.061,<0>  ,0.073,<0>  ,0.019,<0>  ,5.48,<0>  
gndbnnut,S,4/18/2012 14:32,4/18/2012,14:32,QY,NI,1,2,,0.062,<0>  ,0.067,<0>  ,0.02,<0>  ,5.52,<0>  
gndblnut,P,4/18/2012 14:36,4/18/2012,14:36,QY,NI,1,1,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,12.85,<0>  
gndblnut,P,4/18/2012 14:37,4/18/2012,14:37,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,13.05,<0>  
gndbcnut,P,4/18/2012 15:23,4/18/2012,15:23,QY,NI,1,1,,0.006,<0>  ,0.065,<0>  ,0.032,<0>  ,4.79,<0>  
gndbcnut,P,4/18/2012 15:24,4/18/2012,15:24,QY,NI,1,2,,0.005,<-4> [SBL] ,0.064,<0>  ,0.038,<0>  ,5.37,<0>  
gndbhnut,P,4/18/2012 15:50,4/18/2012,15:50,QY,NI,1,1,,0.005,<0>  ,0.041,<1> [SRD] ,0.01,<-4> [SBL] ,1.34,<0>  
gndbhnut,P,4/18/2012 15:51,4/18/2012,15:51,QY,NI,1,2,,0.005,<0>  ,0.016,<1> [SRD] ,0.01,<-4> [SBL] ,1.28,<0>  
gndbhnut,P,4/18/2012 15:57,4/18/2012,15:57,QY,NI,1,1,,0.005,<0>  ,0.101,<0>  ,0.014,<0>  ,2.5,<0>  
gndbhnut,P,4/18/2012 15:58,4/18/2012,15:58,QY,NI,1,2,,0.005,<0>  ,0.098,<0>  ,0.013,<0>  ,2.21,<0>  
gndpcnut,P,5/16/2012 14:25,5/16/2012,14:25,QY,NI,1,1,,0.005,<-4> [SBL] ,0.013,<0>  ,0.01,<0>  ,5.55,<0>  
gndpcnut,P,5/16/2012 14:26,5/16/2012,14:26,QY,NI,1,2,,0.005,<-4> [SBL] ,0.013,<0>  ,0.01,<-4> [SBL] ,5.21,<0>  
gndbnnut,S,5/16/2012 14:45,5/16/2012,14:45,QY,NI,1,1,,0.009,<0>  ,0.012,<0>  ,0.01,<-4> [SBL] ,10.48,<0>  
gndbnnut,S,5/16/2012 14:46,5/16/2012,14:46,QY,NI,1,2,,0.009,<0>  ,0.012,<0>  ,0.01,<-4> [SBL] ,10.77,<0>  
gndblnut,P,5/16/2012 14:55,5/16/2012,14:55,QY,NI,1,1,,0.005,<-4> [SBL] ,0.011,<0>  ,0.013,<0>  ,8.39,<0>  
gndblnut,P,5/16/2012 14:56,5/16/2012,14:56,QY,NI,1,2,,0.005,<0>  ,0.01,<0>  ,0.01,<-4> [SBL] ,8.68,<0>  
gndbcnut,P,5/16/2012 15:55,5/16/2012,15:55,QY,NI,1,1,,0.005,<-4> [SBL] ,0.014,<1> [SRD] ,0.011,<0>  ,7.83,<0>  
gndbcnut,P,5/16/2012 15:56,5/16/2012,15:56,QY,NI,1,2,,0.005,<-4> [SBL] ,0.03,<1> [SRD] ,0.01,<-4> [SBL] ,7.84,<0>  
gndbhnut,P,5/16/2012 16:29,5/16/2012,16:29,QY,NI,1,1,,0.005,<-4> [SBL] ,0.027,<0>  ,0.011,<0>  ,12.9,<0>  
gndbhnut,P,5/16/2012 16:30,5/16/2012,16:30,QY,NI,1,2,,0.005,<-4> [SBL] ,0.012,<0>  ,0.013,<0>  ,11.28,<0>  
gndbhnut,P,5/16/2012 16:31,5/16/2012,16:31,QY,NI,1,1,,0.005,<-4> [SBL] ,0.016,<0>  ,0.02,<0>  ,10.43,<0>  
gndbhnut,P,5/16/2012 16:32,5/16/2012,16:32,QY,NI,1,2,,0.007,<0>  ,0.017,<0>  ,0.014,<0>  ,11.68,<0>  
gndpcnut,P,6/13/2012 15:10,6/13/2012,15:10,QY,NI,1,1,,0.007,<0>  ,0.017,<0>  ,0.014,<0>  ,15.49,<0>  
gndpcnut,P,6/13/2012 15:11,6/13/2012,15:11,QY,NI,1,2,,0.005,<-4> [SBL] ,0.013,<0>  ,0.011,<0>  ,14.86,<0>  
gndblnut,P,6/13/2012 15:40,6/13/2012,15:40,QY,NI,1,1,,0.005,<-4> [SBL] ,0.012,<0>  ,0.017,<0>  ,21.91,<0>  
gndblnut,P,6/13/2012 15:41,6/13/2012,15:41,QY,NI,1,2,,0.005,<-4> [SBL] ,0.011,<0>  ,0.01,<0>  ,22.07,<0>  
gndbnnut,S,6/13/2012 15:53,6/13/2012,15:53,QY,NI,1,1,,0.024,<0>  ,0.08,<0>  ,0.028,<0>  ,22.54,<0>  
gndbnnut,S,6/13/2012 15:54,6/13/2012,15:54,QY,NI,1,2,,0.022,<0>  ,0.078,<0>  ,0.032,<0>  ,23.55,<0>  
gndbcnut,P,6/13/2012 16:00,6/13/2012,16:00,QY,NI,1,1,,0.005,<-4> [SBL] ,0.045,<0>  ,0.014,<0>  ,4.03,<0>  
gndbcnut,P,6/13/2012 16:01,6/13/2012,16:01,QY,NI,1,2,,0.005,<-4> [SBL] ,0.046,<0>  ,0.018,<0>  ,3.72,<0>  
gndbhnut,P,6/13/2012 16:45,6/13/2012,16:45,QY,NI,1,1,,0.005,<-4> [SBL] ,0.028,<1> [SRD] ,0.014,<0>  ,0.24,<0>  
gndbhnut,P,6/13/2012 16:46,6/13/2012,16:46,QY,NI,1,2,,0.007,<0>  ,0.012,<1> [SRD] ,0.015,<0>  ,0.23,<0>  
gndbhnut,P,6/13/2012 16:50,6/13/2012,16:50,QY,NI,1,1,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.013,<0>  ,0.26,<0>  
gndbhnut,P,6/13/2012 16:51,6/13/2012,16:51,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.016,<0>  ,0.26,<0>  
gndpcnut,P,7/11/2012 13:20,7/11/2012,13:20,QY,NI,1,1,,0.008,<0>  ,0.01,<-4> [SBL] ,0.01,<0>  ,15.92,<0>  
gndpcnut,P,7/11/2012 13:21,7/11/2012,13:21,QY,NI,1,2,,0.007,<0>  ,0.01,<-4> [SBL] ,0.015,<0>  ,15.91,<0>  
gndblnut,P,7/11/2012 13:45,7/11/2012,13:45,QY,NI,1,1,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,15.96,<0>  
gndblnut,P,7/11/2012 13:46,7/11/2012,13:46,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,14.97,<0>  
gndbnnut,S,7/11/2012 14:05,7/11/2012,14:05,QY,NI,1,1,,0.013,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,16.22,<0>  
gndbnnut,S,7/11/2012 14:06,7/11/2012,14:06,QY,NI,1,2,,0.02,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,15.36,<0>  
gndbcnut,P,7/11/2012 14:25,7/11/2012,14:25,QY,NI,1,1,,0.005,<-4> [SBL] ,0.058,<0>  ,0.019,<0>  ,14.59,<0>  
gndbcnut,P,7/11/2012 14:26,7/11/2012,14:26,QY,NI,1,2,,0.005,<0>  ,0.054,<0>  ,0.02,<0>  ,15.71,<0>  
gndbhnut,P,7/11/2012 15:50,7/11/2012,15:50,QY,NI,1,1,,0.005,<-4> [SBL] ,0.054,<1> [SRD] ,0.01,<-4> [SBL] ,2.69,<0>  
gndbhnut,P,7/11/2012 15:51,7/11/2012,15:51,QY,NI,1,2,,0.005,<-4> [SBL] ,0.023,<1> [SRD] ,0.011,<0>  ,2.77,<0>  
gndbhnut,P,7/11/2012 15:55,7/11/2012,15:55,QY,NI,1,1,,0.005,<-4> [SBL] ,0.119,<0>  ,0.01,<-4> [SBL] ,9.42,<0>  
gndbhnut,P,7/11/2012 15:56,7/11/2012,15:56,QY,NI,1,2,,0.005,<-4> [SBL] ,0.089,<0>  ,0.015,<0>  ,7.75,<0>  
gndpcnut,P,8/22/2012 8:39,8/22/2012,8:39,QY,NI,1,1,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.021,<0>  ,11.36,<0>  
gndpcnut,P,8/22/2012 8:40,8/22/2012,8:40,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,10.71,<0>  
gndblnut,P,8/22/2012 9:04,8/22/2012,9:04,QY,NI,1,1,,0.005,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,13.5,<0>  
gndblnut,P,8/22/2012 9:05,8/22/2012,9:05,QY,NI,1,2,,0.005,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,13.75,<0>  
gndbnnut,S,8/22/2012 9:14,8/22/2012,9:14,QY,NI,1,1,,0.087,<0>  ,0.077,<0>  ,0.019,<0>  ,14.1,<0>  
gndbnnut,S,8/22/2012 9:15,8/22/2012,9:15,QY,NI,1,2,,0.088,<0>  ,0.078,<0>  ,0.023,<0>  ,14,<0>  
gndbcnut,P,8/22/2012 9:30,8/22/2012,9:30,QY,NI,1,1,,0.009,<0>  ,0.13,<0>  ,0.031,<0>  ,12.35,<0>  
gndbcnut,P,8/22/2012 9:31,8/22/2012,9:31,QY,NI,1,2,,0.007,<0>  ,0.126,<0>  ,0.035,<0>  ,12.3,<0>  
gndbhnut,P,8/22/2012 10:09,8/22/2012,10:09,QY,NI,1,1,,0.005,<-4> [SBL] ,0.065,<0>  ,0.01,<-4> [SBL] ,0.99,<0>  
gndbhnut,P,8/22/2012 10:10,8/22/2012,10:10,QY,NI,1,2,,0.005,<-4> [SBL] ,0.045,<0>  ,0.012,<0>  ,1.01,<0>  
gndbhnut,P,8/22/2012 10:11,8/22/2012,10:11,QY,NI,1,1,,0.009,<0>  ,0.285,<0>  ,0.015,<0>  ,4.01,<0>  
gndbhnut,P,8/22/2012 10:12,8/22/2012,10:12,QY,NI,1,2,,0.007,<0>  ,0.235,<0>  ,0.015,<0>  ,4.09,<0>  
gndpcnut,P,9/18/2012 8:35,9/18/2012,8:35,ME2,E2A,1,1,{CRE},0.16,<0>  ,0.047,<0>  ,0.01,<-4> [SBL] ,7.68,<0>  
gndpcnut,P,9/18/2012 8:36,9/18/2012,8:36,ME2,E2A,1,2,{CRE},0.164,<0>  ,0.046,<0>  ,0.01,<-4> [SBL] ,7.99,<0>  
gndbnnut,S,9/18/2012 8:57,9/18/2012,8:57,ME2,E2A,1,1,{CRE},1.16,<0> (CSM) ,0.114,<0>  ,0.017,<0>  ,3.83,<0>  
gndbnnut,S,9/18/2012 8:58,9/18/2012,8:58,ME2,E2A,1,2,{CRE},1.16,<0> (CSM) ,0.112,<0>  ,0.011,<0>  ,4.39,<0>  
gndblnut,P,9/18/2012 9:07,9/18/2012,9:07,ME2,E2A,1,1,{CRE},0.96,<0> (CSM) ,0.062,<0>  ,0.012,<0>  ,8.02,<0>  
gndblnut,P,9/18/2012 9:08,9/18/2012,9:08,ME2,E2A,1,2,{CRE},0.98,<0> (CSM) ,0.061,<0>  ,0.01,<-4> [SBL] ,8.3,<0>  
gndbcnut,P,9/18/2012 9:30,9/18/2012,9:30,ME2,E2A,1,1,{CRE},0.01,<0>  ,0.027,<0>  ,0.01,<0>  ,10.4,<0>  
gndbcnut,P,9/18/2012 9:31,9/18/2012,9:31,ME2,E2A,1,2,{CRE},0.009,<0>  ,0.028,<0>  ,0.011,<0>  ,9.79,<0>  
gndbhnut,P,9/18/2012 10:02,9/18/2012,10:02,ME2,E2A,1,1,{CRE},0.005,<-4> [SBL] ,0.068,<0>  ,0.01,<-4> [SBL] ,1.02,<0>  
gndbhnut,P,9/18/2012 10:03,9/18/2012,10:03,ME2,E2A,1,2,{CRE},0.005,<-4> [SBL] ,0.053,<0>  ,0.011,<0>  ,0.89,<0>  
gndbhnut,P,9/18/2012 10:07,9/18/2012,10:07,ME2,E2A,1,1,{CRE},0.056,<0>  ,0.132,<0>  ,0.01,<-4> [SBL] ,4.53,<0>  
gndbhnut,P,9/18/2012 10:08,9/18/2012,10:08,ME2,E2A,1,2,{CRE},0.036,<0>  ,0.114,<0>  ,0.01,<-4> [SBL] ,3.84,<0>  
gndpcnut,P,10/17/2012 9:20,10/17/2012,9:20,ME2,E2A,1,1,,0.056,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.05,<0>  
gndpcnut,P,10/17/2012 9:21,10/17/2012,9:21,ME2,E2A,1,2,,0.057,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.88,<0>  
gndblnut,P,10/17/2012 9:50,10/17/2012,9:50,ME2,E2A,1,1,,0.24,<0> (CSM) ,0.011,<0>  ,0.01,<-4> [SBL] ,8.78,<0>  
gndblnut,P,10/17/2012 9:51,10/17/2012,9:51,ME2,E2A,1,2,,0.232,<0> (CSM) ,0.01,<0>  ,0.01,<-4> [SBL] ,8.74,<0>  
